symbol,strategy_id,tf,mode_params,gate_6m,gate_full,ret_6m_pct,bh_6m_pct,ratio_6m,n_6m,wr_6m_pct,max_dd_6m_pct,ret_full_pct,bh_full_pct,ratio_full,n_full,wr_full_pct,max_dd_full_pct,ops_ret_6m_pct,ops_ret_full_pct,btc_smoke,eth_smoke,sol_smoke,bnb_smoke,retention_notes,notes
BTCUSDT,chaikin-volatility-dir,1h,"mode_a|(ema10,roc10,dir1)",FAIL,FAIL,-89.27,11.57,-7.714,816,17.2,89.34,-99.99,29.23,-3.421,3161,17.5,99.99,-5.40,-20.63,Y,Y,Y,Y,—,—
BTCUSDT,chaikin-volatility-dir,1h,"mode_a|(ema14,roc10,dir1)",FAIL,FAIL,-89.44,11.57,-7.729,812,17.1,89.51,-99.99,29.23,-3.421,3140,17.5,99.99,-5.44,-20.68,Y,Y,Y,Y,—,—
BTCUSDT,chaikin-volatility-dir,1h,"mode_a|(ema10,roc5,dir1)",FAIL,FAIL,-88.73,11.57,-7.668,786,17.6,88.88,-99.99,29.23,-3.421,3139,18.0,99.99,-5.29,-20.65,Y,Y,Y,Y,—,—
BTCUSDT,chaikin-volatility-dir,1h,"mode_b|(ema10,roc10,dir1,cv0)",FAIL,FAIL,-69.06,11.57,-5.967,452,17.7,69.09,-99.45,29.23,-3.403,1783,19.5,99.46,-2.87,-12.12,Y,Y,Y,Y,—,—
BTCUSDT,chaikin-volatility-dir,4h,"mode_a|(ema10,roc10,dir1)",FAIL,FAIL,-56.36,10.12,-5.569,193,19.2,57.76,-93.14,28.30,-3.291,789,27.1,93.35,-2.03,-6.35,Y,Y,Y,Y,—,—
BTCUSDT,chaikin-volatility-dir,4h,"mode_a|(ema14,roc10,dir1)",FAIL,FAIL,-57.63,10.12,-5.695,195,19.5,58.23,-93.19,28.30,-3.293,780,27.4,93.40,-2.11,-6.37,Y,Y,Y,Y,—,—
BTCUSDT,chaikin-volatility-dir,4h,"mode_a|(ema10,roc5,dir1)",FAIL,FAIL,-61.93,10.12,-6.120,211,17.5,62.22,-90.39,28.30,-3.194,801,28.3,90.75,-2.37,-5.56,Y,Y,Y,Y,—,—
BTCUSDT,chaikin-volatility-dir,4h,"mode_b|(ema10,roc10,dir1,cv0)",FAIL,FAIL,-35.69,10.12,-3.527,102,22.5,38.53,-77.61,28.30,-2.742,457,30.2,78.57,-1.08,-3.59,Y,Y,Y,Y,—,—
BTCUSDT,outside-bar-polarity,1h,"mode_a|(mid0.5,conf1)",FAIL,FAIL,-35.81,11.57,-3.094,118,29.7,36.46,-76.29,29.23,-2.610,455,34.1,78.62,-1.06,-3.34,Y,Y,Y,Y,—,—
BTCUSDT,outside-bar-polarity,1h,"mode_a|(mid0.6,conf1)",FAIL,FAIL,-35.17,11.57,-3.039,121,28.1,36.01,-78.65,29.23,-2.691,445,33.0,79.41,-1.04,-3.62,Y,Y,Y,Y,—,—
