symbol,strategy_id,tf,mode_params,btc_smoke,sol_smoke,bnb_smoke,sol_retention_note,n_6m,wr_6m_pct,mode_a_ret_6m_pct,bh_ret_6m_pct,ratio_bh_6m,pass_6m,n_full,wr_full_pct,mode_a_ret_full_pct,bh_ret_full_pct,ratio_bh_full,pass_full,ops_ret_6m_pct,ops_ret_full_pct,notes
BTCUSDT,demark-rei-zero-cross-v1,1h,mode_a|(L8),Y,Y,Y,—,277,24.91,-58.3816,10.1317,-5.7623,FAIL,1107,26.74,-96.9771,26.4719,-3.6634,FAIL,-2.1127,-8.1535,—
BTCUSDT,demark-rei-zero-cross-v1,1h,mode_a|(L5),Y,Y,Y,—,362,22.65,-71.4846,10.1317,-7.0555,FAIL,1409,23.78,-98.9218,26.4719,-3.7369,FAIL,-3.0422,-10.5003,—
BTCUSDT,demark-rei-zero-cross-v1,1h,mode_a|(L13),Y,Y,Y,—,224,21.88,-50.2090,10.1317,-4.9556,FAIL,898,23.61,-93.1223,26.4719,-3.5178,FAIL,-1.6655,-6.2288,—
BTCUSDT,demark-rei-zero-cross-v1,1h,mode_b|(L8),Y,Y,Y,—,59,47.46,-12.3630,10.1317,-1.2202,FAIL,231,48.48,-49.1727,26.4719,-1.8575,FAIL,-0.2779,-1.4747,—
BTCUSDT,demark-rei-zero-cross-v1,4h,mode_a|(L8),Y,Y,Y,—,67,35.82,-8.4113,8.7446,-0.9619,FAIL,267,32.96,-57.7572,27.4297,-2.1056,FAIL,-0.1490,-1.8741,—
BTCUSDT,demark-rei-zero-cross-v1,4h,mode_a|(L5),Y,Y,Y,—,84,32.14,-11.2864,8.7446,-1.2907,FAIL,342,32.46,-60.6274,27.4297,-2.2103,FAIL,-0.2295,-2.0716,—
BTCUSDT,demark-rei-zero-cross-v1,4h,mode_a|(L13),Y,Y,Y,—,52,28.85,-0.6062,8.7446,-0.0693,FAIL,215,31.16,-10.5539,27.4297,-0.3848,FAIL,0.0573,-0.0204,—
BTCUSDT,demark-rei-zero-cross-v1,4h,mode_b|(L8),Y,Y,Y,—,15,66.67,13.3781,8.7446,1.5299,PASS,62,54.84,-21.6506,27.4297,-0.7893,FAIL,0.3939,-0.3606,—
ETHUSDT,demark-rei-zero-cross-v1,1h,mode_a|(L8),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,demark-rei-zero-cross-v1,1h,mode_a|(L5),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,demark-rei-zero-cross-v1,1h,mode_a|(L13),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,demark-rei-zero-cross-v1,1h,mode_b|(L8),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,demark-rei-zero-cross-v1,4h,mode_a|(L8),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,demark-rei-zero-cross-v1,4h,mode_a|(L5),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,demark-rei-zero-cross-v1,4h,mode_a|(L13),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,demark-rei-zero-cross-v1,4h,mode_b|(L8),Y,Y,Y,—,14,42.86,-17.1681,14.2953,-1.2010,FAIL,62,53.23,-28.4539,4.0028,-7.1085,FAIL,-0.4126,-0.3371,—
SOLUSDT,demark-rei-zero-cross-v1,1h,mode_a|(L8),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
SOLUSDT,demark-rei-zero-cross-v1,1h,mode_a|(L5),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
SOLUSDT,demark-rei-zero-cross-v1,1h,mode_a|(L13),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
SOLUSDT,demark-rei-zero-cross-v1,1h,mode_b|(L8),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
SOLUSDT,demark-rei-zero-cross-v1,4h,mode_a|(L8),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
SOLUSDT,demark-rei-zero-cross-v1,4h,mode_a|(L5),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
SOLUSDT,demark-rei-zero-cross-v1,4h,mode_a|(L13),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
SOLUSDT,demark-rei-zero-cross-v1,4h,mode_b|(L8),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
BNBUSDT,demark-rei-zero-cross-v1,1h,mode_a|(L8),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BNBUSDT,demark-rei-zero-cross-v1,1h,mode_a|(L5),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BNBUSDT,demark-rei-zero-cross-v1,1h,mode_a|(L13),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BNBUSDT,demark-rei-zero-cross-v1,1h,mode_b|(L8),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BNBUSDT,demark-rei-zero-cross-v1,4h,mode_a|(L8),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BNBUSDT,demark-rei-zero-cross-v1,4h,mode_a|(L5),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BNBUSDT,demark-rei-zero-cross-v1,4h,mode_a|(L13),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BNBUSDT,demark-rei-zero-cross-v1,4h,mode_b|(L8),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BTCUSDT,khalil-pzo-zero-cross-v1,1h,mode_a|(n14),Y,Y,Y,—,524,13.93,-82.0107,10.1317,-8.0944,FAIL,2100,16.10,-99.8481,26.4719,-3.7719,FAIL,-4.1250,-14.7447,—
BTCUSDT,khalil-pzo-zero-cross-v1,1h,mode_a|(n10),Y,Y,Y,—,622,12.86,-87.7575,10.1317,-8.6617,FAIL,2455,16.05,-99.9543,26.4719,-3.7759,FAIL,-5.0686,-17.2928,—
BTCUSDT,khalil-pzo-zero-cross-v1,1h,mode_a|(n20),Y,Y,Y,—,429,12.82,-73.9613,10.1317,-7.3000,FAIL,1764,15.08,-99.4374,26.4719,-3.7563,FAIL,-3.2417,-11.8854,—
BTCUSDT,khalil-pzo-zero-cross-v1,1h,"mode_b|(n14,pzo0)",Y,Y,Y,—,524,13.93,-82.0107,10.1317,-8.0944,FAIL,2100,16.10,-99.8481,26.4719,-3.7719,FAIL,-4.1250,-14.7447,—
BTCUSDT,khalil-pzo-zero-cross-v1,4h,mode_a|(n14),Y,Y,Y,—,130,19.23,-31.2419,8.7446,-3.5727,FAIL,518,21.62,-76.0175,27.4297,-2.7714,FAIL,-0.8687,-3.2470,—
BTCUSDT,khalil-pzo-zero-cross-v1,4h,mode_a|(n10),Y,Y,Y,—,150,19.33,-31.7722,8.7446,-3.6333,FAIL,612,21.57,-84.2893,27.4297,-3.0729,FAIL,-0.8945,-4.2612,—
BTCUSDT,khalil-pzo-zero-cross-v1,4h,mode_a|(n20),Y,Y,Y,—,111,18.92,-22.2210,8.7446,-2.5411,FAIL,443,20.54,-69.6601,27.4297,-2.5396,FAIL,-0.5675,-2.6869,—
BTCUSDT,khalil-pzo-zero-cross-v1,4h,"mode_b|(n14,pzo0)",Y,Y,Y,—,130,19.23,-31.2419,8.7446,-3.5727,FAIL,518,21.62,-76.0175,27.4297,-2.7714,FAIL,-0.8687,-3.2470,—
ETHUSDT,khalil-pzo-zero-cross-v1,1h,mode_a|(n14),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,khalil-pzo-zero-cross-v1,1h,mode_a|(n10),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,khalil-pzo-zero-cross-v1,1h,mode_a|(n20),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,khalil-pzo-zero-cross-v1,1h,"mode_b|(n14,pzo0)",Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,khalil-pzo-zero-cross-v1,4h,mode_a|(n14),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,khalil-pzo-zero-cross-v1,4h,mode_a|(n10),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,khalil-pzo-zero-cross-v1,4h,mode_a|(n20),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,khalil-pzo-zero-cross-v1,4h,"mode_b|(n14,pzo0)",Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
SOLUSDT,khalil-pzo-zero-cross-v1,1h,mode_a|(n14),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
SOLUSDT,khalil-pzo-zero-cross-v1,1h,mode_a|(n10),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
SOLUSDT,khalil-pzo-zero-cross-v1,1h,mode_a|(n20),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
SOLUSDT,khalil-pzo-zero-cross-v1,1h,"mode_b|(n14,pzo0)",Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
SOLUSDT,khalil-pzo-zero-cross-v1,4h,mode_a|(n14),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
SOLUSDT,khalil-pzo-zero-cross-v1,4h,mode_a|(n10),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
SOLUSDT,khalil-pzo-zero-cross-v1,4h,mode_a|(n20),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
SOLUSDT,khalil-pzo-zero-cross-v1,4h,"mode_b|(n14,pzo0)",Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
BNBUSDT,khalil-pzo-zero-cross-v1,1h,mode_a|(n14),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BNBUSDT,khalil-pzo-zero-cross-v1,1h,mode_a|(n10),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BNBUSDT,khalil-pzo-zero-cross-v1,1h,mode_a|(n20),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BNBUSDT,khalil-pzo-zero-cross-v1,1h,"mode_b|(n14,pzo0)",Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BNBUSDT,khalil-pzo-zero-cross-v1,4h,mode_a|(n14),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BNBUSDT,khalil-pzo-zero-cross-v1,4h,mode_a|(n10),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BNBUSDT,khalil-pzo-zero-cross-v1,4h,mode_a|(n20),Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BNBUSDT,khalil-pzo-zero-cross-v1,4h,"mode_b|(n14,pzo0)",Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (SOL PASS_6m required)
BTCUSDT,mobius-tmo-main-zero-v1,1h,"mode_a|(len14,c5,s3)",Y,Y,Y,—,143,27.27,-27.0472,10.1317,-2.6696,FAIL,596,26.17,-79.8700,26.4719,-3.0172,FAIL,-0.7221,-3.6887,—
BTCUSDT,mobius-tmo-main-zero-v1,1h,"mode_a|(len10,c5,s3)",Y,Y,Y,—,180,24.44,-39.7379,10.1317,-3.9221,FAIL,699,25.32,-83.8137,26.4719,-3.1661,FAIL,-1.1909,-4.2070,—
BTCUSDT,mobius-tmo-main-zero-v1,1h,"mode_a|(len21,c5,s3)",Y,Y,Y,—,120,30.00,-28.8012,10.1317,-2.8427,FAIL,478,28.45,-70.8384,26.4719,-2.6760,FAIL,-0.7826,-2.7998,—
BTCUSDT,mobius-tmo-main-zero-v1,1h,"mode_b|(len14,c5,s3)",Y,Y,Y,—,143,27.27,-27.0472,10.1317,-2.6696,FAIL,596,26.17,-79.8700,26.4719,-3.0172,FAIL,-0.7221,-3.6887,—
BTCUSDT,mobius-tmo-main-zero-v1,4h,"mode_a|(len14,c5,s3)",Y,Y,Y,—,33,24.24,-3.1174,8.7446,-0.3565,FAIL,133,30.83,15.7816,27.4297,0.5753,FAIL,-0.0009,0.6148,—
BTCUSDT,mobius-tmo-main-zero-v1,4h,"mode_a|(len10,c5,s3)",Y,Y,Y,—,42,33.33,1.3032,8.7446,0.1490,FAIL,172,29.65,-18.2392,27.4297,-0.6649,FAIL,0.0968,-0.2575,—
BTCUSDT,mobius-tmo-main-zero-v1,4h,"mode_a|(len21,c5,s3)",Y,Y,Y,—,26,26.92,-8.6444,8.7446,-0.9885,FAIL,111,30.63,-7.1384,27.4297,-0.2602,FAIL,-0.1547,0.0858,—
BTCUSDT,mobius-tmo-main-zero-v1,4h,"mode_b|(len14,c5,s3)",Y,Y,Y,—,33,24.24,-3.1174,8.7446,-0.3565,FAIL,133,30.83,15.7816,27.4297,0.5753,FAIL,-0.0009,0.6148,—
ETHUSDT,mobius-tmo-main-zero-v1,1h,"mode_a|(len14,c5,s3)",Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,mobius-tmo-main-zero-v1,1h,"mode_a|(len10,c5,s3)",Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,mobius-tmo-main-zero-v1,1h,"mode_a|(len21,c5,s3)",Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,mobius-tmo-main-zero-v1,1h,"mode_b|(len14,c5,s3)",Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,mobius-tmo-main-zero-v1,4h,"mode_a|(len14,c5,s3)",Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,mobius-tmo-main-zero-v1,4h,"mode_a|(len10,c5,s3)",Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,mobius-tmo-main-zero-v1,4h,"mode_a|(len21,c5,s3)",Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,mobius-tmo-main-zero-v1,4h,"mode_b|(len14,c5,s3)",Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
SOLUSDT,mobius-tmo-main-zero-v1,1h,"mode_a|(len14,c5,s3)",Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (ETH PASS_6m required)
