strategy_id,TF,mode,p,x,q,btc_n_6m,btc_wr_6m,btc_ret_6m,btc_bh_6m,btc_x_bh_6m,btc_pass_6m,btc_smoke,eth_n_6m,eth_ret_6m,eth_bh_6m,eth_x_bh_6m,eth_pass_6m,eth_smoke,sol_n_6m,sol_ret_6m,sol_bh_6m,sol_x_bh_6m,sol_pass_6m,sol_smoke,bnb_n_6m,bnb_ret_6m,bnb_bh_6m,bnb_x_bh_6m,bnb_pass_6m,bnb_smoke,full_ladder_pass_6m,btc_ret_2y,btc_n_2y,btc_bh_2y,btc_ops_ret_2y,notes
chande-kroll-stop-flip,1h,A,14,0.8,14,55,40.00,13.30,26.77,0.497,N,FAIL: lag B&H (0.497x),57,21.34,35.57,0.600,N,FAIL: under 1.2x B&H (0.600x),60,22.63,38.52,0.587,N,"FAIL: under 1.2x B&H (0.587x, 0.922x rhyme)",63,0.87,28.88,0.030,N,"FAIL: under 1.2x B&H (0.030x, quiet wipe)",N,-29.29,238,37.55,-0.57,denser_n(55>>9)
chande-kroll-stop-flip,4h,A,10,1.5,7,40,30.00,11.57,23.52,0.492,N,FAIL: lag B&H (0.492x),46,3.91,30.24,0.129,N,FAIL: under 1.2x B&H (0.129x),47,10.93,32.43,0.337,N,"FAIL: under 1.2x B&H (0.337x, 0.922x rhyme)",44,8.21,26.27,0.312,N,"FAIL: under 1.2x B&H (0.312x, quiet wipe)",N,-19.48,177,37.14,-0.26,denser_n(40>>9)
chande-kroll-stop-flip,4h,A,14,0.8,5,24,37.50,11.39,23.52,0.484,N,FAIL: lag B&H (0.484x),24,7.76,30.24,0.257,N,FAIL: under 1.2x B&H (0.257x),22,34.79,32.43,1.073,N,"FAIL: under 1.2x B&H (1.073x, 0.922x rhyme)",24,4.46,26.27,0.170,N,"FAIL: under 1.2x B&H (0.170x, quiet wipe)",N,13.56,93,37.14,0.64,denser_n(24>>9)
chande-kroll-stop-flip,4h,A,8,1.0,9,31,29.03,11.32,23.52,0.481,N,FAIL: lag B&H (0.481x),34,-0.82,30.24,-0.027,N,FAIL: under 1.2x B&H (-0.027x),27,30.68,32.43,0.946,N,"FAIL: under 1.2x B&H (0.946x, 0.922x rhyme)",32,8.92,26.27,0.340,N,"FAIL: under 1.2x B&H (0.340x, quiet wipe)",N,14.03,125,37.14,0.61,denser_n(31>>9)
chande-kroll-stop-flip,1h,A,12,1.0,14,66,34.85,12.39,26.77,0.463,N,FAIL: lag B&H (0.463x),74,16.60,35.57,0.467,N,FAIL: under 1.2x B&H (0.467x),76,4.32,38.52,0.112,N,"FAIL: under 1.2x B&H (0.112x, 0.922x rhyme)",75,3.59,28.88,0.124,N,"FAIL: under 1.2x B&H (0.124x, quiet wipe)",N,-41.74,302,37.55,-1.09,denser_n(66>>9)
chande-kroll-stop-flip,1h,A,14,1.0,14,60,41.67,12.34,26.77,0.461,N,FAIL: lag B&H (0.461x),66,22.90,35.57,0.644,N,FAIL: under 1.2x B&H (0.644x),67,15.68,38.52,0.407,N,"FAIL: under 1.2x B&H (0.407x, 0.922x rhyme)",72,0.68,28.88,0.023,N,"FAIL: under 1.2x B&H (0.023x, quiet wipe)",N,-30.26,265,37.55,-0.60,denser_n(60>>9)
chande-kroll-stop-flip,1h,A,12,1.2,14,76,35.53,12.33,26.77,0.461,N,FAIL: lag B&H (0.461x),82,14.32,35.57,0.403,N,FAIL: under 1.2x B&H (0.403x),82,25.02,38.52,0.650,N,"FAIL: under 1.2x B&H (0.650x, 0.922x rhyme)",84,3.95,28.88,0.137,N,"FAIL: under 1.2x B&H (0.137x, quiet wipe)",N,-43.68,339,37.55,-1.19,denser_n(76>>9)
chande-kroll-stop-flip,4h,A,14,1.5,5,32,31.25,10.04,23.52,0.427,N,FAIL: lag B&H (0.427x),42,10.04,30.24,0.332,N,FAIL: under 1.2x B&H (0.332x),40,14.78,32.43,0.456,N,"FAIL: under 1.2x B&H (0.456x, 0.922x rhyme)",39,7.93,26.27,0.302,N,"FAIL: under 1.2x B&H (0.302x, quiet wipe)",N,-19.65,151,37.14,-0.27,denser_n(32>>9)
chande-kroll-stop-flip,4h,A,8,1.5,11,36,33.33,9.89,23.52,0.420,N,FAIL: lag B&H (0.420x),41,7.92,30.24,0.262,N,FAIL: under 1.2x B&H (0.262x),43,16.40,32.43,0.506,N,"FAIL: under 1.2x B&H (0.506x, 0.922x rhyme)",41,1.35,26.27,0.051,N,"FAIL: under 1.2x B&H (0.051x, quiet wipe)",N,-20.37,155,37.14,-0.30,denser_n(36>>9)
chande-kroll-stop-flip,1h,A,12,1.2,11,91,32.97,11.22,26.77,0.419,N,FAIL: lag B&H (0.419x),98,13.76,35.57,0.387,N,FAIL: under 1.2x B&H (0.387x),98,19.41,38.52,0.504,N,"FAIL: under 1.2x B&H (0.504x, 0.922x rhyme)",95,2.58,28.88,0.089,N,"FAIL: under 1.2x B&H (0.089x, quiet wipe)",N,-57.44,410,37.55,-1.87,denser_n(91>>9)
chande-kroll-stop-flip,4h,A,14,0.8,14,14,42.86,9.82,23.52,0.418,N,FAIL: lag B&H (0.418x),12,30.90,30.24,1.022,N,FAIL: under 1.2x B&H (1.022x),15,13.65,32.43,0.421,N,"FAIL: under 1.2x B&H (0.421x, 0.922x rhyme)",15,-0.65,26.27,-0.025,N,"FAIL: under 1.2x B&H (-0.025x, quiet wipe)",N,-4.07,59,37.14,0.13,denser_n(14>>9)
chande-kroll-stop-flip,4h,A,14,1.2,5,28,32.14,9.81,23.52,0.417,N,FAIL: lag B&H (0.417x),31,11.80,30.24,0.390,N,FAIL: under 1.2x B&H (0.390x),33,13.93,32.43,0.430,N,"FAIL: under 1.2x B&H (0.430x, 0.922x rhyme)",34,11.18,26.27,0.426,N,"FAIL: under 1.2x B&H (0.426x, quiet wipe)",N,0.01,122,37.14,0.27,denser_n(28>>9)
chande-kroll-stop-flip,1h,A,14,1.2,14,70,37.14,10.96,26.77,0.409,N,FAIL: lag B&H (0.409x),73,18.33,35.57,0.515,N,FAIL: under 1.2x B&H (0.515x),72,23.36,38.52,0.607,N,"FAIL: under 1.2x B&H (0.607x, 0.922x rhyme)",78,0.32,28.88,0.011,N,"FAIL: under 1.2x B&H (0.011x, quiet wipe)",N,-37.07,303,37.55,-0.91,denser_n(70>>9)
chande-kroll-stop-flip,4h,A,12,1.2,7,28,32.14,9.35,23.52,0.397,N,FAIL: lag B&H (0.397x),31,10.45,30.24,0.346,N,FAIL: under 1.2x B&H (0.346x),32,14.66,32.43,0.452,N,"FAIL: under 1.2x B&H (0.452x, 0.922x rhyme)",34,10.25,26.27,0.390,N,"FAIL: under 1.2x B&H (0.390x, quiet wipe)",N,-8.14,123,37.14,0.05,denser_n(28>>9)
chande-kroll-stop-flip,4h,A,10,0.8,7,27,33.33,9.01,23.52,0.383,N,FAIL: lag B&H (0.383x),27,8.69,30.24,0.287,N,FAIL: under 1.2x B&H (0.287x),22,40.40,32.43,1.246,Y,PASS_SMOKE,28,3.90,26.27,0.149,N,"FAIL: under 1.2x B&H (0.149x, quiet wipe)",N,9.50,107,37.14,0.49,denser_n(27>>9)
chande-kroll-stop-flip,4h,A,8,1.0,11,26,34.62,8.94,23.52,0.380,N,FAIL: lag B&H (0.380x),26,8.29,30.24,0.274,N,FAIL: under 1.2x B&H (0.274x),25,28.74,32.43,0.886,N,"FAIL: under 1.2x B&H (0.886x, 0.922x rhyme)",29,8.09,26.27,0.308,N,"FAIL: under 1.2x B&H (0.308x, quiet wipe)",N,-3.12,107,37.14,0.18,denser_n(26>>9)
chande-kroll-stop-flip,4h,A,14,1.0,5,26,34.62,8.72,23.52,0.371,N,FAIL: lag B&H (0.371x),27,10.04,30.24,0.332,N,FAIL: under 1.2x B&H (0.332x),25,35.62,32.43,1.098,N,"FAIL: under 1.2x B&H (1.098x, 0.922x rhyme)",31,3.22,26.27,0.123,N,"FAIL: under 1.2x B&H (0.123x, quiet wipe)",N,-4.45,108,37.14,0.23,denser_n(26>>9)
chande-kroll-stop-flip,4h,A,10,0.8,5,32,28.12,8.56,23.52,0.364,N,FAIL: lag B&H (0.364x),35,2.78,30.24,0.092,N,FAIL: under 1.2x B&H (0.092x),28,30.01,32.43,0.925,N,"FAIL: under 1.2x B&H (0.925x, 0.922x rhyme)",34,-3.20,26.27,-0.122,N,"FAIL: under 1.2x B&H (-0.122x, quiet wipe)",N,16.73,121,37.14,0.67,denser_n(32>>9)
chande-kroll-stop-flip,4h,A,10,0.8,11,21,42.86,8.47,23.52,0.360,N,FAIL: lag B&H (0.360x),19,12.06,30.24,0.399,N,FAIL: under 1.2x B&H (0.399x),20,15.01,32.43,0.463,N,"FAIL: under 1.2x B&H (0.463x, 0.922x rhyme)",21,5.45,26.27,0.207,N,"FAIL: under 1.2x B&H (0.207x, quiet wipe)",N,7.94,81,37.14,0.49,denser_n(21>>9)
chande-kroll-stop-flip,4h,A,10,0.8,9,24,37.50,8.38,23.52,0.356,N,FAIL: lag B&H (0.356x),22,13.15,30.24,0.435,N,FAIL: under 1.2x B&H (0.435x),22,30.51,32.43,0.941,N,"FAIL: under 1.2x B&H (0.941x, 0.922x rhyme)",25,2.66,26.27,0.101,N,"FAIL: under 1.2x B&H (0.101x, quiet wipe)",N,3.53,92,37.14,0.41,denser_n(24>>9)
chande-kroll-stop-flip,1h,A,12,0.8,14,60,36.67,9.40,26.77,0.351,N,FAIL: lag B&H (0.351x),61,26.15,35.57,0.735,N,FAIL: under 1.2x B&H (0.735x),67,18.75,38.52,0.487,N,"FAIL: under 1.2x B&H (0.487x, 0.922x rhyme)",64,11.04,28.88,0.382,N,"FAIL: under 1.2x B&H (0.382x, quiet wipe)",N,-39.86,263,37.55,-1.03,denser_n(60>>9)
chande-kroll-stop-flip,4h,A,8,1.2,11,28,32.14,8.20,23.52,0.348,N,FAIL: lag B&H (0.348x),32,3.15,30.24,0.104,N,FAIL: under 1.2x B&H (0.104x),30,22.76,32.43,0.702,N,"FAIL: under 1.2x B&H (0.702x, 0.922x rhyme)",34,9.32,26.27,0.355,N,"FAIL: under 1.2x B&H (0.355x, quiet wipe)",N,0.26,120,37.14,0.28,denser_n(28>>9)
chande-kroll-stop-flip,4h,A,10,1.0,9,26,34.62,8.17,23.52,0.348,N,FAIL: lag B&H (0.348x),27,7.85,30.24,0.260,N,FAIL: under 1.2x B&H (0.260x),26,24.32,32.43,0.750,N,"FAIL: under 1.2x B&H (0.750x, 0.922x rhyme)",29,10.89,26.27,0.414,N,"FAIL: under 1.2x B&H (0.414x, quiet wipe)",N,-3.57,107,37.14,0.17,"BANKED_BASELINE_(10,1.0,9); denser_n(26>>9)"
chande-kroll-stop-flip,4h,A,10,1.5,9,35,28.57,8.08,23.52,0.344,N,FAIL: lag B&H (0.344x),41,2.43,30.24,0.080,N,FAIL: under 1.2x B&H (0.080x),41,13.98,32.43,0.431,N,"FAIL: under 1.2x B&H (0.431x, 0.922x rhyme)",40,3.45,26.27,0.131,N,"FAIL: under 1.2x B&H (0.131x, quiet wipe)",N,-19.73,155,37.14,-0.28,denser_n(35>>9)
chande-kroll-stop-flip,1h,A,10,1.2,14,85,32.94,9.11,26.77,0.340,N,FAIL: lag B&H (0.340x),90,21.23,35.57,0.597,N,FAIL: under 1.2x B&H (0.597x),90,27.59,38.52,0.716,N,"FAIL: under 1.2x B&H (0.716x, 0.922x rhyme)",92,0.30,28.88,0.010,N,"FAIL: under 1.2x B&H (0.010x, quiet wipe)",N,-60.63,388,37.55,-2.06,denser_n(85>>9)
chande-kroll-stop-flip,4h,A,12,1.5,9,30,30.00,7.96,23.52,0.339,N,FAIL: lag B&H (0.339x),37,7.95,30.24,0.263,N,FAIL: under 1.2x B&H (0.263x),35,11.60,32.43,0.358,N,"FAIL: under 1.2x B&H (0.358x, 0.922x rhyme)",37,4.76,26.27,0.181,N,"FAIL: under 1.2x B&H (0.181x, quiet wipe)",N,-17.88,131,37.14,-0.22,denser_n(30>>9)
chande-kroll-stop-flip,4h,A,10,1.5,11,30,26.67,7.62,23.52,0.324,N,FAIL: lag B&H (0.324x),37,6.97,30.24,0.231,N,FAIL: under 1.2x B&H (0.231x),37,12.00,32.43,0.370,N,"FAIL: under 1.2x B&H (0.370x, 0.922x rhyme)",37,7.02,26.27,0.267,N,"FAIL: under 1.2x B&H (0.267x, quiet wipe)",N,-21.23,132,37.14,-0.31,denser_n(30>>9)
chande-kroll-stop-flip,4h,A,10,1.2,9,29,31.03,7.57,23.52,0.322,N,FAIL: lag B&H (0.322x),31,10.76,30.24,0.356,N,FAIL: under 1.2x B&H (0.356x),31,15.42,32.43,0.475,N,"FAIL: under 1.2x B&H (0.475x, 0.922x rhyme)",34,10.40,26.27,0.396,N,"FAIL: under 1.2x B&H (0.396x, quiet wipe)",N,0.13,120,37.14,0.27,denser_n(29>>9)
chande-kroll-stop-flip,4h,A,8,0.8,11,23,39.13,7.37,23.52,0.313,N,FAIL: lag B&H (0.313x),23,6.82,30.24,0.226,N,FAIL: under 1.2x B&H (0.226x),22,32.27,32.43,0.995,N,"FAIL: under 1.2x B&H (0.995x, 0.922x rhyme)",25,7.67,26.27,0.292,N,"FAIL: under 1.2x B&H (0.292x, quiet wipe)",N,-3.04,93,37.14,0.24,denser_n(23>>9)
chande-kroll-stop-flip,4h,A,8,0.8,7,32,28.12,7.30,23.52,0.310,N,FAIL: lag B&H (0.310x),32,2.65,30.24,0.088,N,FAIL: under 1.2x B&H (0.088x),28,31.08,32.43,0.958,N,"FAIL: under 1.2x B&H (0.958x, 0.922x rhyme)",32,4.72,26.27,0.180,N,"FAIL: under 1.2x B&H (0.180x, quiet wipe)",N,11.39,120,37.14,0.56,denser_n(32>>9)
chande-kroll-stop-flip,4h,A,12,1.5,14,24,33.33,7.28,23.52,0.309,N,FAIL: lag B&H (0.309x),25,1.19,30.24,0.039,N,FAIL: under 1.2x B&H (0.039x),25,22.59,32.43,0.696,N,"FAIL: under 1.2x B&H (0.696x, 0.922x rhyme)",24,10.99,26.27,0.418,N,"FAIL: under 1.2x B&H (0.418x, quiet wipe)",N,-13.71,103,37.14,-0.06,denser_n(24>>9)
chande-kroll-stop-flip,1h,A,14,1.2,9,93,32.26,8.21,26.77,0.307,N,FAIL: lag B&H (0.307x),95,17.62,35.57,0.495,N,FAIL: under 1.2x B&H (0.495x),99,17.05,38.52,0.443,N,"FAIL: under 1.2x B&H (0.443x, 0.922x rhyme)",95,2.61,28.88,0.090,N,"FAIL: under 1.2x B&H (0.090x, quiet wipe)",N,-61.08,424,37.55,-2.09,denser_n(93>>9)
chande-kroll-stop-flip,4h,A,12,1.0,7,26,34.62,7.08,23.52,0.301,N,FAIL: lag B&H (0.301x),27,9.48,30.24,0.313,N,FAIL: under 1.2x B&H (0.313x),25,35.62,32.43,1.098,N,"FAIL: under 1.2x B&H (1.098x, 0.922x rhyme)",29,8.83,26.27,0.336,N,"FAIL: under 1.2x B&H (0.336x, quiet wipe)",N,-6.28,107,37.14,0.17,denser_n(26>>9)
chande-kroll-stop-flip,4h,A,14,1.0,7,25,36.00,6.64,23.52,0.282,N,FAIL: lag B&H (0.282x),22,21.48,30.24,0.710,N,FAIL: under 1.2x B&H (0.710x),22,24.54,32.43,0.757,N,"FAIL: under 1.2x B&H (0.757x, 0.922x rhyme)",24,12.73,26.27,0.484,N,"FAIL: under 1.2x B&H (0.484x, quiet wipe)",N,6.88,94,37.14,0.49,denser_n(25>>9)
chande-kroll-stop-flip,4h,A,8,1.0,7,39,23.08,6.57,23.52,0.279,N,FAIL: lag B&H (0.279x),40,-2.44,30.24,-0.081,N,FAIL: under 1.2x B&H (-0.081x),34,24.52,32.43,0.756,N,"FAIL: under 1.2x B&H (0.756x, 0.922x rhyme)",36,6.11,26.27,0.233,N,"FAIL: under 1.2x B&H (0.233x, quiet wipe)",N,4.92,147,37.14,0.41,denser_n(39>>9)
chande-kroll-stop-flip,4h,A,12,1.5,7,35,31.43,6.39,23.52,0.272,N,FAIL: lag B&H (0.272x),41,8.45,30.24,0.280,N,FAIL: under 1.2x B&H (0.280x),40,15.64,32.43,0.482,N,"FAIL: under 1.2x B&H (0.482x, 0.922x rhyme)",41,4.02,26.27,0.153,N,"FAIL: under 1.2x B&H (0.153x, quiet wipe)",N,-26.49,155,37.14,-0.49,denser_n(35>>9)
chande-kroll-stop-flip,4h,A,12,1.5,5,40,27.50,6.29,23.52,0.268,N,FAIL: lag B&H (0.268x),46,4.10,30.24,0.136,N,FAIL: under 1.2x B&H (0.136x),42,20.57,32.43,0.634,N,"FAIL: under 1.2x B&H (0.634x, 0.922x rhyme)",46,4.04,26.27,0.154,N,"FAIL: under 1.2x B&H (0.154x, quiet wipe)",N,-27.95,177,37.14,-0.52,denser_n(40>>9)
chande-kroll-stop-flip,4h,A,10,1.2,5,43,23.26,6.21,23.52,0.264,N,FAIL: lag B&H (0.264x),45,14.79,30.24,0.489,N,FAIL: under 1.2x B&H (0.489x),41,25.90,32.43,0.799,N,"FAIL: under 1.2x B&H (0.799x, 0.922x rhyme)",40,9.39,26.27,0.357,N,"FAIL: under 1.2x B&H (0.357x, quiet wipe)",N,-0.37,168,37.14,0.30,denser_n(43>>9)
chande-kroll-stop-flip,4h,A,12,0.8,7,25,36.00,6.15,23.52,0.262,N,FAIL: lag B&H (0.262x),23,9.93,30.24,0.328,N,FAIL: under 1.2x B&H (0.328x),22,34.53,32.43,1.065,N,"FAIL: under 1.2x B&H (1.065x, 0.922x rhyme)",25,2.70,26.27,0.103,N,"FAIL: under 1.2x B&H (0.103x, quiet wipe)",N,5.05,94,37.14,0.44,denser_n(25>>9)
chande-kroll-stop-flip,1h,A,10,0.8,9,83,33.73,6.90,26.77,0.258,N,FAIL: lag B&H (0.258x),92,0.75,35.57,0.021,N,FAIL: under 1.2x B&H (0.021x),94,6.73,38.52,0.175,N,"FAIL: under 1.2x B&H (0.175x, 0.922x rhyme)",98,-5.95,28.88,-0.206,N,"FAIL: under 1.2x B&H (-0.206x, quiet wipe)",N,-49.28,386,37.55,-1.44,denser_n(83>>9)
chande-kroll-stop-flip,4h,A,8,1.5,14,30,30.00,5.83,23.52,0.248,N,FAIL: lag B&H (0.248x),33,12.61,30.24,0.417,N,FAIL: under 1.2x B&H (0.417x),33,18.76,32.43,0.579,N,"FAIL: under 1.2x B&H (0.579x, 0.922x rhyme)",33,6.90,26.27,0.263,N,"FAIL: under 1.2x B&H (0.263x, quiet wipe)",N,-12.60,127,37.14,-0.08,denser_n(30>>9)
chande-kroll-stop-flip,4h,A,10,1.5,5,50,32.00,5.81,23.52,0.247,N,FAIL: lag B&H (0.247x),49,9.10,30.24,0.301,N,FAIL: under 1.2x B&H (0.301x),48,23.12,32.43,0.713,N,"FAIL: under 1.2x B&H (0.713x, 0.922x rhyme)",49,2.36,26.27,0.090,N,"FAIL: under 1.2x B&H (0.090x, quiet wipe)",N,-34.85,198,37.14,-0.86,denser_n(50>>9)
chande-kroll-stop-flip,4h,A,12,0.8,14,16,43.75,5.77,23.52,0.246,N,FAIL: lag B&H (0.246x),15,17.14,30.24,0.567,N,FAIL: under 1.2x B&H (0.567x),16,14.00,32.43,0.432,N,"FAIL: under 1.2x B&H (0.432x, 0.922x rhyme)",17,0.87,26.27,0.033,N,"FAIL: under 1.2x B&H (0.033x, quiet wipe)",N,-6.12,66,37.14,0.07,denser_n(16>>9)
chande-kroll-stop-flip,4h,A,14,0.8,11,17,41.18,5.57,23.52,0.237,N,FAIL: lag B&H (0.237x),15,19.38,30.24,0.641,N,FAIL: under 1.2x B&H (0.641x),17,10.02,32.43,0.309,N,"FAIL: under 1.2x B&H (0.309x, 0.922x rhyme)",17,1.64,26.27,0.062,N,"FAIL: under 1.2x B&H (0.062x, quiet wipe)",N,1.15,67,37.14,0.26,denser_n(17>>9)
chande-kroll-stop-flip,4h,A,12,1.0,9,25,36.00,5.54,23.52,0.235,N,FAIL: lag B&H (0.235x),21,24.88,30.24,0.823,N,FAIL: under 1.2x B&H (0.823x),21,27.35,32.43,0.843,N,"FAIL: under 1.2x B&H (0.843x, 0.922x rhyme)",22,17.66,26.27,0.672,N,"FAIL: under 1.2x B&H (0.672x, quiet wipe)",N,5.53,94,37.14,0.45,denser_n(25>>9)
chande-kroll-stop-flip,1h,A,8,1.2,14,95,32.63,5.86,26.77,0.219,N,FAIL: lag B&H (0.219x),104,5.98,35.57,0.168,N,FAIL: under 1.2x B&H (0.168x),106,13.48,38.52,0.350,N,"FAIL: under 1.2x B&H (0.350x, 0.922x rhyme)",101,1.29,28.88,0.045,N,"FAIL: under 1.2x B&H (0.045x, quiet wipe)",N,-55.82,433,37.55,-1.77,denser_n(95>>9)
chande-kroll-stop-flip,1h,A,8,0.8,11,83,32.53,5.61,26.77,0.210,N,FAIL: lag B&H (0.210x),96,0.42,35.57,0.012,N,FAIL: under 1.2x B&H (0.012x),93,6.93,38.52,0.180,N,"FAIL: under 1.2x B&H (0.180x, 0.922x rhyme)",98,-6.66,28.88,-0.231,N,"FAIL: under 1.2x B&H (-0.231x, quiet wipe)",N,-53.72,388,37.55,-1.66,denser_n(83>>9)
chande-kroll-stop-flip,4h,A,14,1.5,11,25,32.00,4.78,23.52,0.203,N,FAIL: lag B&H (0.203x),27,3.31,30.24,0.109,N,FAIL: under 1.2x B&H (0.109x),27,18.12,32.43,0.559,N,"FAIL: under 1.2x B&H (0.559x, 0.922x rhyme)",27,8.38,26.27,0.319,N,"FAIL: under 1.2x B&H (0.319x, quiet wipe)",N,-20.24,105,37.14,-0.25,denser_n(25>>9)
chande-kroll-stop-flip,4h,A,10,1.5,14,27,33.33,4.76,23.52,0.203,N,FAIL: lag B&H (0.203x),29,2.10,30.24,0.070,N,FAIL: under 1.2x B&H (0.070x),29,18.13,32.43,0.559,N,"FAIL: under 1.2x B&H (0.559x, 0.922x rhyme)",27,7.38,26.27,0.281,N,"FAIL: under 1.2x B&H (0.281x, quiet wipe)",N,-18.99,113,37.14,-0.21,denser_n(27>>9)
chande-kroll-stop-flip,4h,A,8,1.2,7,42,21.43,4.76,23.52,0.202,N,FAIL: lag B&H (0.202x),45,8.09,30.24,0.268,N,FAIL: under 1.2x B&H (0.268x),40,23.56,32.43,0.726,N,"FAIL: under 1.2x B&H (0.726x, 0.922x rhyme)",41,5.44,26.27,0.207,N,"FAIL: under 1.2x B&H (0.207x, quiet wipe)",N,10.77,163,37.14,0.56,denser_n(42>>9)
chande-kroll-stop-flip,1h,A,14,1.0,7,89,32.58,5.12,26.77,0.191,N,FAIL: lag B&H (0.191x),104,-3.84,35.57,-0.108,N,FAIL: under 1.2x B&H (-0.108x),102,2.12,38.52,0.055,N,"FAIL: under 1.2x B&H (0.055x, 0.922x rhyme)",97,2.22,28.88,0.077,N,"FAIL: under 1.2x B&H (0.077x, quiet wipe)",N,-54.37,407,37.55,-1.69,denser_n(89>>9)
chande-kroll-stop-flip,1h,A,10,1.0,11,87,33.33,5.02,26.77,0.188,N,FAIL: lag B&H (0.188x),102,0.25,35.57,0.007,N,FAIL: under 1.2x B&H (0.007x),100,4.55,38.52,0.118,N,"FAIL: under 1.2x B&H (0.118x, 0.922x rhyme)",95,1.15,28.88,0.040,N,"FAIL: under 1.2x B&H (0.040x, quiet wipe)",N,-54.74,400,37.55,-1.71,denser_n(87>>9)
chande-kroll-stop-flip,4h,A,8,0.8,5,41,31.71,4.40,23.52,0.187,N,FAIL: lag B&H (0.187x),40,0.65,30.24,0.022,N,FAIL: under 1.2x B&H (0.022x),36,22.49,32.43,0.694,N,"FAIL: under 1.2x B&H (0.694x, 0.922x rhyme)",43,-3.98,26.27,-0.151,N,"FAIL: under 1.2x B&H (-0.151x, quiet wipe)",N,-8.00,153,37.14,0.00,denser_n(41>>9)
chande-kroll-stop-flip,4h,A,14,1.5,9,28,32.14,3.72,23.52,0.158,N,FAIL: lag B&H (0.158x),29,9.86,30.24,0.326,N,FAIL: under 1.2x B&H (0.326x),30,11.42,32.43,0.352,N,"FAIL: under 1.2x B&H (0.352x, 0.922x rhyme)",32,4.62,26.27,0.176,N,"FAIL: under 1.2x B&H (0.176x, quiet wipe)",N,-17.33,117,37.14,-0.14,denser_n(28>>9)
chande-kroll-stop-flip,4h,A,12,1.5,11,29,31.03,3.34,23.52,0.142,N,FAIL: lag B&H (0.142x),29,9.65,30.24,0.319,N,FAIL: under 1.2x B&H (0.319x),31,10.38,32.43,0.320,N,"FAIL: under 1.2x B&H (0.320x, 0.922x rhyme)",32,4.00,26.27,0.152,N,"FAIL: under 1.2x B&H (0.152x, quiet wipe)",N,-19.64,120,37.14,-0.22,denser_n(29>>9)
chande-kroll-stop-flip,4h,A,8,1.0,5,48,29.17,3.28,23.52,0.140,N,FAIL: lag B&H (0.140x),44,1.55,30.24,0.051,N,FAIL: under 1.2x B&H (0.051x),44,16.56,32.43,0.511,N,"FAIL: under 1.2x B&H (0.511x, 0.922x rhyme)",50,-3.67,26.27,-0.140,N,"FAIL: under 1.2x B&H (-0.140x, quiet wipe)",N,-9.26,181,37.14,-0.01,denser_n(48>>9)
chande-kroll-stop-flip,1h,A,12,1.0,9,90,32.22,3.21,26.77,0.120,N,FAIL: lag B&H (0.120x),104,-2.83,35.57,-0.079,N,FAIL: under 1.2x B&H (-0.079x),100,2.94,38.52,0.076,N,"FAIL: under 1.2x B&H (0.076x, 0.922x rhyme)",96,3.61,28.88,0.125,N,"FAIL: under 1.2x B&H (0.125x, quiet wipe)",N,-59.58,410,37.55,-1.99,denser_n(90>>9)
chande-kroll-stop-flip,4h,A,14,1.5,14,22,27.27,2.68,23.52,0.114,N,FAIL: lag B&H (0.114x),21,8.17,30.24,0.270,N,FAIL: under 1.2x B&H (0.270x),22,19.32,32.43,0.596,N,"FAIL: under 1.2x B&H (0.596x, 0.922x rhyme)",21,9.46,26.27,0.360,N,"FAIL: under 1.2x B&H (0.360x, quiet wipe)",N,-17.84,91,37.14,-0.24,denser_n(22>>9)
chande-kroll-stop-flip,1h,A,14,0.8,5,86,32.56,2.75,26.77,0.103,N,FAIL: lag B&H (0.103x),95,1.22,35.57,0.034,N,FAIL: under 1.2x B&H (0.034x),95,8.12,38.52,0.211,N,"FAIL: under 1.2x B&H (0.211x, 0.922x rhyme)",97,-5.39,28.88,-0.186,N,"FAIL: under 1.2x B&H (-0.186x, quiet wipe)",N,-59.10,402,37.55,-1.96,denser_n(86>>9)
chande-kroll-stop-flip,1h,A,10,0.8,7,97,29.90,2.35,26.77,0.088,N,FAIL: lag B&H (0.088x),106,-3.26,35.57,-0.092,N,FAIL: under 1.2x B&H (-0.092x),105,0.51,38.52,0.013,N,"FAIL: under 1.2x B&H (0.013x, 0.922x rhyme)",113,-6.72,28.88,-0.233,N,"FAIL: under 1.2x B&H (-0.233x, quiet wipe)",N,-57.30,449,37.55,-1.87,denser_n(97>>9)
chande-kroll-stop-flip,4h,A,10,1.0,5,41,21.95,1.71,23.52,0.073,N,FAIL: lag B&H (0.073x),39,3.16,30.24,0.104,N,FAIL: under 1.2x B&H (0.104x),36,18.83,32.43,0.581,N,"FAIL: under 1.2x B&H (0.581x, 0.922x rhyme)",38,5.00,26.27,0.190,N,"FAIL: under 1.2x B&H (0.190x, quiet wipe)",N,-1.09,147,37.14,0.27,denser_n(41>>9)
chande-kroll-stop-flip,1h,A,8,0.8,9,98,29.59,1.06,26.77,0.040,N,FAIL: lag B&H (0.040x),107,-1.55,35.57,-0.043,N,FAIL: under 1.2x B&H (-0.043x),102,2.91,38.52,0.076,N,"FAIL: under 1.2x B&H (0.076x, 0.922x rhyme)",114,-8.37,28.88,-0.290,N,"FAIL: under 1.2x B&H (-0.290x, quiet wipe)",N,-61.20,450,37.55,-2.10,denser_n(98>>9)
