symbol,strategy_id,tf,mode_params,gate_6m,gate_full,ret_6m_pct,bh_6m_pct,ratio_6m,n_6m,wr_6m_pct,max_dd_6m_pct,ret_full_pct,bh_full_pct,ratio_full,n_full,wr_full_pct,max_dd_full_pct,ops_ret_6m_pct,ops_ret_full_pct,btc_smoke,eth_smoke,sol_smoke,bnb_smoke,retention_notes,notes
BTCUSDT,ehlers-dsp-zero-cross,1h,mode_a|(len7),FAIL,FAIL,-33.53,11.38,-2.945,131,29.0,42.86,-74.70,29.93,-2.495,504,25.8,83.41,-0.95,-3.15,Y,Y,Y,Y,—,—
BTCUSDT,ehlers-dsp-zero-cross,1h,mode_a|(len5),FAIL,FAIL,-41.38,11.38,-3.635,177,23.2,46.68,-85.96,29.93,-2.872,691,22.9,89.01,-1.25,-4.55,Y,Y,Y,Y,—,—
BTCUSDT,ehlers-dsp-zero-cross,1h,mode_a|(len9),FAIL,FAIL,-24.01,11.38,-2.109,100,26.0,32.88,-55.69,29.93,-1.860,387,26.9,73.44,-0.62,-1.78,Y,Y,Y,Y,—,—
BTCUSDT,ehlers-dsp-zero-cross,1h,mode_a|(len14),FAIL,FAIL,-3.01,11.38,-0.265,65,30.8,16.68,-48.05,29.93,-1.605,252,26.2,68.83,-0.02,-1.37,Y,Y,Y,Y,—,—
BTCUSDT,ehlers-dsp-zero-cross,4h,mode_a|(len7),FAIL,FAIL,2.65,11.25,0.236,29,34.5,14.77,-6.35,28.57,-0.222,119,29.4,49.10,0.13,0.14,Y,Y,Y,Y,—,—
BTCUSDT,ehlers-dsp-zero-cross,4h,mode_a|(len5),FAIL,FAIL,0.81,11.25,0.072,38,28.9,17.02,-30.27,28.57,-1.059,160,25.6,57.40,0.09,-0.65,Y,Y,Y,Y,—,—
BTCUSDT,ehlers-dsp-zero-cross,4h,mode_a|(len9),FAIL,FAIL,-7.24,11.25,-0.644,26,30.8,22.39,-11.10,28.57,-0.388,101,30.7,50.39,-0.12,-0.01,Y,Y,Y,Y,—,—
BTCUSDT,ehlers-dsp-zero-cross,4h,mode_a|(len14),FAIL,FAIL,0.95,11.25,0.084,17,23.5,17.94,-21.77,28.57,-0.762,70,25.7,50.12,0.09,-0.37,Y,Y,Y,Y,—,—
BTCUSDT,nhnl-oscillator-zero,1h,"mode_a|(L20,W10)",FAIL,FAIL,-9.23,11.38,-0.811,70,35.7,21.83,-46.25,29.93,-1.545,282,33.0,65.78,-0.18,-1.32,Y,Y,Y,Y,—,—
BTCUSDT,nhnl-oscillator-zero,1h,"mode_a|(L14,W5)",FAIL,FAIL,-15.01,11.38,-1.319,92,29.3,28.76,-68.35,29.93,-2.283,395,29.9,79.40,-0.34,-2.60,Y,Y,Y,Y,—,—
