symbol,strategy_id,tf,mode_params,btc_smoke,eth_smoke,sol_smoke,bnb_smoke,retention_notes,gate_6m_trades,gate_6m_wr_pct,gate_6m_ret_pct,gate_6m_bh_ret_pct,gate_6m_ratio,gate_6m_label,gate_full_trades,gate_full_wr_pct,gate_full_ret_pct,gate_full_bh_ret_pct,gate_full_ratio,gate_full_label,ops_6m_ret_pct,ops_full_ret_pct,notes
BTCUSDT,vpci-zero-cross,1h,"mode_a|(s5,l20)",Y,Y,Y,Y,—,174,28.74,-43.44,11.57,-3.7535,FAIL,641,28.08,-84.42,29.23,-2.8885,FAIL,-1.38,-4.37,—
BTCUSDT,vpci-zero-cross,1h,"mode_a|(s8,l20)",Y,Y,Y,Y,—,174,28.74,-43.44,11.57,-3.7535,FAIL,641,28.08,-84.42,29.23,-2.8885,FAIL,-1.38,-4.37,—
BTCUSDT,vpci-zero-cross,1h,"mode_a|(s5,l25)",Y,Y,Y,Y,—,145,24.83,-45.82,11.57,-3.9594,FAIL,512,29.69,-77.02,29.23,-2.6355,FAIL,-1.47,-3.43,—
BTCUSDT,vpci-zero-cross,1h,"mode_b|(s5,l20,sig10)",Y,Y,Y,Y,—,289,29.41,-59.68,11.57,-5.1573,FAIL,1093,33.67,-94.36,29.23,-3.2287,FAIL,-2.21,-6.72,—
BTCUSDT,vpci-zero-cross,4h,"mode_a|(s5,l20)",Y,Y,Y,Y,—,53,43.40,6.23,10.12,0.6159,FAIL,179,38.55,-10.71,28.30,-0.3785,FAIL,0.22,-0.07,—
BTCUSDT,vpci-zero-cross,4h,"mode_a|(s8,l20)",Y,Y,Y,Y,—,53,43.40,6.23,10.12,0.6159,FAIL,179,38.55,-10.71,28.30,-0.3785,FAIL,0.22,-0.07,—
BTCUSDT,vpci-zero-cross,4h,"mode_a|(s5,l25)",Y,Y,Y,Y,—,39,33.33,-0.14,10.12,-0.0140,FAIL,140,30.71,-40.83,28.30,-1.4428,FAIL,0.07,-1.10,—
BTCUSDT,vpci-zero-cross,4h,"mode_b|(s5,l20,sig10)",Y,Y,Y,Y,—,71,43.66,-14.17,10.12,-1.4000,FAIL,280,42.86,-37.53,28.30,-1.3261,FAIL,-0.33,-0.95,—
BTCUSDT,bw-mfi-green-fade-flip,1h,mode_a|(conf1),Y,Y,Y,Y,—,313,26.84,-56.45,11.57,-4.8781,FAIL,1243,27.03,-97.36,29.23,-3.3312,FAIL,-2.03,-8.53,—
BTCUSDT,bw-mfi-green-fade-flip,1h,mode_a|(conf2),Y,Y,Y,Y,—,36,16.67,-8.82,11.57,-0.7618,FAIL,141,27.66,-26.83,29.23,-0.9182,FAIL,-0.23,-0.76,—
BTCUSDT,bw-mfi-green-fade-flip,1h,mode_a|(conf3),Y,Y,Y,Y,—,1,100.00,0.85,11.57,0.0738,FAIL,6,33.33,-0.79,29.23,-0.0270,FAIL,0.02,-0.02,TINY-N KILL (BTC 6m n=1 <= 5)
BTCUSDT,bw-mfi-green-fade-flip,1h,"mode_b|(conf1,notgreen)",Y,Y,Y,Y,—,370,18.38,-67.31,11.57,-5.8165,FAIL,1476,17.62,-98.74,29.23,-3.3786,FAIL,-2.74,-10.31,—
BTCUSDT,bw-mfi-green-fade-flip,4h,mode_a|(conf1),Y,Y,Y,Y,—,88,26.14,-42.36,10.12,-4.1857,FAIL,354,36.16,-67.72,28.30,-2.3930,FAIL,-1.35,-2.67,—
BTCUSDT,bw-mfi-green-fade-flip,4h,mode_a|(conf2),Y,Y,Y,Y,—,9,22.22,-6.22,10.12,-0.6142,FAIL,38,28.95,-10.48,28.30,-0.3704,FAIL,-0.16,-0.27,THIN-N FLAG (BTC 6m n=9 in thin band [6..10])
BTCUSDT,bw-mfi-green-fade-flip,4h,mode_a|(conf3),Y,Y,Y,Y,—,2,50.00,-1.45,10.12,-0.1429,FAIL,3,33.33,-1.64,28.30,-0.0579,FAIL,-0.04,-0.04,TINY-N KILL (BTC 6m n=2 <= 5)
BTCUSDT,bw-mfi-green-fade-flip,4h,"mode_b|(conf1,notgreen)",Y,Y,Y,Y,—,99,19.19,-38.11,10.12,-3.7660,FAIL,405,29.38,-75.59,28.30,-2.6710,FAIL,-1.18,-3.41,—
BTCUSDT,demand-index-zero,1h,"mode_a|(bs10,sm10)",Y,Y,Y,Y,—,340,17.35,-66.03,11.57,-5.7057,FAIL,1264,19.15,-97.73,29.23,-3.3440,FAIL,-2.60,-8.80,—
BTCUSDT,demand-index-zero,1h,"mode_a|(bs8,sm5)",Y,Y,Y,Y,—,502,17.13,-79.83,11.57,-6.8984,FAIL,1939,18.72,-99.77,29.23,-3.4139,FAIL,-3.88,-13.90,—
BTCUSDT,demand-index-zero,1h,"mode_a|(bs14,sm14)",Y,Y,Y,Y,—,279,17.92,-58.99,11.57,-5.0975,FAIL,1015,18.33,-94.21,29.23,-3.2234,FAIL,-2.14,-6.65,—
BTCUSDT,demand-index-zero,1h,"mode_b|(bs10,sm10,hold1)",Y,Y,Y,Y,—,219,19.18,-47.46,11.57,-4.1013,FAIL,817,20.81,-90.05,29.23,-3.0813,FAIL,-1.53,-5.42,—
BTCUSDT,demand-index-zero,4h,"mode_a|(bs10,sm10)",Y,Y,Y,Y,—,88,20.45,-24.58,10.12,-2.4292,FAIL,318,21.07,-61.95,28.30,-2.1891,FAIL,-0.64,-2.18,—
BTCUSDT,demand-index-zero,4h,"mode_a|(bs8,sm5)",Y,Y,Y,Y,—,116,25.00,-23.36,10.12,-2.3088,FAIL,463,23.97,-63.13,28.30,-2.2306,FAIL,-0.60,-2.23,—
BTCUSDT,demand-index-zero,4h,"mode_a|(bs14,sm14)",Y,Y,Y,Y,—,68,19.12,-16.86,10.12,-1.6661,FAIL,249,20.48,-49.00,28.30,-1.7313,FAIL,-0.39,-1.42,—
BTCUSDT,demand-index-zero,4h,"mode_b|(bs10,sm10,hold1)",Y,Y,Y,Y,—,56,16.07,-15.97,10.12,-1.5782,FAIL,208,24.04,-47.94,28.30,-1.6938,FAIL,-0.38,-1.44,—
BTCUSDT,kalman-estimate-cross,1h,"mode_a|(len20,r0.01,q0.1)",Y,Y,Y,Y,—,363,15.70,-66.53,11.57,-5.7489,FAIL,1473,16.56,-98.77,29.23,-3.3795,FAIL,-2.63,-10.18,—
BTCUSDT,kalman-estimate-cross,1h,"mode_a|(len14,r0.01,q0.05)",Y,Y,Y,Y,—,365,15.62,-66.87,11.57,-5.7779,FAIL,1482,16.60,-98.79,29.23,-3.3804,FAIL,-2.65,-10.23,—
BTCUSDT,kalman-estimate-cross,1h,"mode_a|(len30,r0.02,q0.1)",Y,Y,Y,Y,—,258,15.12,-55.57,11.57,-4.8018,FAIL,1003,15.45,-94.35,29.23,-3.2283,FAIL,-1.95,-6.71,—
BTCUSDT,kalman-estimate-cross,1h,"mode_b|(len20,r0.01,q0.1,slope3)",Y,Y,Y,Y,—,146,19.18,-32.84,11.57,-2.8377,FAIL,591,18.61,-77.29,29.23,-2.6448,FAIL,-0.98,-3.54,—
BTCUSDT,kalman-estimate-cross,4h,"mode_a|(len20,r0.01,q0.1)",Y,Y,Y,Y,—,88,17.05,-22.15,10.12,-2.1888,FAIL,348,20.98,-59.94,28.30,-2.1180,FAIL,-0.56,-2.00,—
BTCUSDT,kalman-estimate-cross,4h,"mode_a|(len14,r0.01,q0.05)",Y,Y,Y,Y,—,89,16.85,-22.58,10.12,-2.2316,FAIL,349,20.92,-59.92,28.30,-2.1172,FAIL,-0.58,-2.00,—
BTCUSDT,kalman-estimate-cross,4h,"mode_a|(len30,r0.02,q0.1)",Y,Y,Y,Y,—,56,21.43,-4.17,10.12,-0.4121,FAIL,231,19.48,-38.32,28.30,-1.3539,FAIL,-0.03,-0.89,—
BTCUSDT,kalman-estimate-cross,4h,"mode_b|(len20,r0.01,q0.1,slope3)",Y,Y,Y,Y,—,35,20.00,-5.18,10.12,-0.5119,FAIL,143,22.38,-45.45,28.30,-1.6058,FAIL,-0.09,-1.41,—
BTCUSDT,ravi-threshold-dir,1h,"mode_a|(s7,l65,thr3.0,dir3)",Y,Y,Y,Y,—,54,12.96,-21.97,11.57,-1.8982,FAIL,305,20.66,-69.35,29.23,-2.3731,FAIL,-0.61,-2.87,—
BTCUSDT,ravi-threshold-dir,1h,"mode_a|(s7,l40,thr3.0,dir3)",Y,Y,Y,Y,—,24,29.17,-3.51,11.57,-0.3035,FAIL,138,27.54,-36.79,29.23,-1.2589,FAIL,-0.09,-1.11,—
BTCUSDT,ravi-threshold-dir,1h,"mode_a|(s5,l40,thr2.0,dir1)",Y,Y,Y,Y,—,120,24.17,-22.93,11.57,-1.9818,FAIL,711,22.36,-88.50,29.23,-3.0283,FAIL,-0.64,-5.20,—
BTCUSDT,ravi-threshold-dir,1h,"mode_b|(s7,l65,thr4.0,dir5)",Y,Y,Y,Y,—,17,23.53,0.29,11.57,0.0249,FAIL,123,28.46,-34.32,29.23,-1.1743,FAIL,0.01,-1.01,—
BTCUSDT,ravi-threshold-dir,4h,"mode_a|(s7,l65,thr3.0,dir3)",Y,Y,Y,Y,—,59,23.73,-19.89,10.12,-1.9654,FAIL,256,26.56,-57.37,28.30,-2.0270,FAIL,-0.53,-1.99,—
BTCUSDT,ravi-threshold-dir,4h,"mode_a|(s7,l40,thr3.0,dir3)",Y,Y,Y,Y,—,32,25.00,-9.91,10.12,-0.9790,FAIL,163,26.38,-42.10,28.30,-1.4876,FAIL,-0.24,-1.27,—
BTCUSDT,ravi-threshold-dir,4h,"mode_a|(s5,l40,thr2.0,dir1)",Y,Y,Y,Y,—,109,19.27,-35.46,10.12,-3.5043,FAIL,478,29.08,-73.54,28.30,-2.5983,FAIL,-1.07,-3.13,—
BTCUSDT,ravi-threshold-dir,4h,"mode_b|(s7,l65,thr4.0,dir5)",Y,Y,Y,Y,—,26,42.31,0.75,10.12,0.0743,FAIL,124,31.45,-17.14,28.30,-0.6056,FAIL,0.04,-0.37,—
ETHUSDT,vpci-zero-cross,1h,"mode_a|(s5,l20)",Y,Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
ETHUSDT,vpci-zero-cross,1h,"mode_a|(s8,l20)",Y,Y,Y,Y,—,,,,,,FAIL,,,,,,FAIL,,,Pruned by stop-ladder (BTC PASS_6m required)
